OTU,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU1273,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1274,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Dubosiella
OTU1275,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Mycoplasmatales|f_Mycoplasmataceae
OTU1276,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,bacterium MI-37,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Steroidobacterales|f_Steroidobacteraceae|g_Steroidobacter|s_bacterium MI-37
OTU1277,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1278,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae
OTU1279,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Incertae Sedis
OTU1280,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU1281,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1282,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1283,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Allobaculum
OTU1284,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU1285,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,alpha proteobacterium,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobacter|s_alpha proteobacterium
OTU1286,Bacteria,Firmicutes,Clostridia,?,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia
OTU1287,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU1288,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,uncultured beta proteobacterium,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_MND1|s_uncultured beta proteobacterium
OTU1289,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax temperans,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Acidovorax|s_Acidovorax temperans
OTU1290,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_Senegalimassilia
OTU1291,Bacteria,Firmicutes,Bacilli,RF39,uncultured Firmicutes bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured Firmicutes bacterium
OTU1292,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1293,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,?,?,?,k_Bacteria|p_Acidobacteriota|c_Acidobacteriae|o_Acidobacteriales
OTU1294,Bacteria,Firmicutes,Bacilli,Bacillales,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales
OTU1295,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter secundus,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Coprobacter|s_Coprobacter secundus
OTU1296,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1297,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae
OTU1298,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,?,k_Bacteria|p_Deferribacterota|c_Deferribacteres|o_Deferribacterales|f_Deferribacteraceae|g_Mucispirillum
OTU1299,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas mexicana,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Pseudoxanthomonas|s_Pseudoxanthomonas mexicana
OTU1300,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces
OTU1301,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. S8-2,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Pedobacter|s_Pedobacter sp. S8-2
OTU1302,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Filifactor,Filifactor alocis,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Filifactor|s_Filifactor alocis
OTU1303,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU1304,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU1305,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Limosilactobacillus
OTU1306,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,?,k_Bacteria|p_Synergistota|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Cloacibacillus
OTU1307,Bacteria,Desulfobacterota,?,?,?,?,?,k_Bacteria|p_Desulfobacterota
OTU1308,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptococcales|f_Peptococcaceae|g_Peptococcus
OTU1309,Bacteria,Acidobacteriota,Blastocatellia,11-24,?,?,?,k_Bacteria|p_Acidobacteriota|c_Blastocatellia|o_11-24
OTU1310,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae
OTU1311,Bacteria,Firmicutes,Clostridia,?,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia
OTU1312,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_F082
OTU1313,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU1314,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU1315,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Butyricicoccaceae|g_UCG-009
OTU1316,Bacteria,Firmicutes,Bacilli,RF39,gut metagenome,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_gut metagenome
OTU1317,Bacteria,Firmicutes,Clostridia,?,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia
OTU1318,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,uncultured soil bacterium,k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_Ellin517|s_uncultured soil bacterium
OTU1319,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1320,Bacteria,Firmicutes,Bacilli,RF39,uncultured Erysipelotrichia bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured Erysipelotrichia bacterium
OTU1321,Bacteria,Firmicutes,Bacilli,RF39,human gut metagenome,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_human gut metagenome
OTU1322,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides
OTU1323,Bacteria,Firmicutes,Bacilli,?,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli
OTU1324,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae
OTU1325,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU1326,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1327,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutturella timonensis,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_Sutterella|s_Sutturella timonensis
OTU1328,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_Slackia|s_Slackia isoflavoniconvertens
OTU1329,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1330,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,?,?,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales
OTU1331,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,gut metagenome,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Allobaculum|s_gut metagenome
OTU1332,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Ideonella
OTU1333,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae
OTU1334,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1335,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU1336,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae
OTU1337,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_UCG-005
OTU1338,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,metagenome,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_Hirschia|s_metagenome
OTU1339,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptococcales|f_Peptococcaceae|g_Peptococcus
OTU1340,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1341,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,Clostridium sp.,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Proteiniclasticum|s_Clostridium sp.
OTU1342,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae
OTU1343,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Anaerostipes
OTU1344,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,uncultured Thermoanaerobacterales bacterium,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group|f_uncultured Thermoanaerobacterales bacterium
OTU1345,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Monoglobales|f_Monoglobaceae
OTU1346,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU1347,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,uncultured organism,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptococcales|f_Peptococcaceae|g_Peptococcus|s_uncultured organism
OTU1348,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,?,?,k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae
OTU1349,Bacteria,Firmicutes,Clostridia,Clostridiales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales
OTU1350,Bacteria,Firmicutes,Bacilli,?,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli
OTU1351,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU1352,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Dubosiella
OTU1353,Bacteria,Proteobacteria,Gammaproteobacteria,?,?,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria
OTU1354,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Veillonellaceae|g_Veillonella
OTU1355,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Alcaligenaceae
OTU1356,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_F082
OTU1357,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter boryungensis,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Pedobacter|s_Pedobacter boryungensis
OTU1358,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1359,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia
OTU1360,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium,k_Bacteria|p_Acidobacteriota|c_Blastocatellia|o_Pyrinomonadales|f_Pyrinomonadaceae|g_RB41|s_uncultured Acidobacteria bacterium
OTU1361,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-003,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae UCG-003
OTU1362,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU1363,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,?,k_Bacteria|p_Nitrospirota|c_Nitrospiria|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira
OTU1364,Bacteria,Proteobacteria,?,?,?,?,?,k_Bacteria|p_Proteobacteria
OTU1365,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU1366,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae
OTU1367,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_Hassallia
OTU1368,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Acetitomaculum
OTU1369,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1370,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1371,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1372,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1373,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU1374,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,?,k_Bacteria|p_Acidobacteriota|c_Blastocatellia|o_Pyrinomonadales|f_Pyrinomonadaceae|g_RB41
OTU1375,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,uncultured Acidobacteria bacterium,?,?,k_Bacteria|p_Acidobacteriota|c_Holophagae|o_Subgroup 7|f_uncultured Acidobacteria bacterium
OTU1376,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,bacterium V9D2012,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus|s_bacterium V9D2012
OTU1377,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1378,Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,?,?,?,k_Bacteria|p_Acidobacteriota|c_Acidobacteriae|o_PAUC26f
OTU1379,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium
OTU1380,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas daechungensis,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Arenimonas|s_Arenimonas daechungensis
OTU1381,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 13,?,?,?,k_Bacteria|p_Acidobacteriota|c_Acidobacteriae|o_Subgroup 13
OTU1382,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU1383,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas aquatica,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Polaromonas|s_Polaromonas aquatica
OTU1384,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU1385,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Incertae Sedis
OTU1386,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1387,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1388,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus|s_Acidaminococcus intestini
OTU1389,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas fonticola,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herminiimonas|s_Herminiimonas fonticola
OTU1390,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU1391,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium
OTU1392,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU1393,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_Parasutterella|s_Parasutterella excrementihominis
OTU1394,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU1395,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium,uncultured rumen bacterium,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Hungateiclostridiaceae|g_Ruminiclostridium|s_uncultured rumen bacterium
OTU1396,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Spongiibacteraceae|g_BD1-7 clade
OTU1397,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,?,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae
OTU1399,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Allobaculum
OTU1400,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1401,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,?,?,?,k_Bacteria|p_Acidobacteriota|c_Holophagae|o_Subgroup 7
OTU1402,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU1403,Bacteria,Proteobacteria,Gammaproteobacteria,?,?,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria
OTU1404,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Ahniella
